collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
243,"Squall, SeeD Mercenary",{2}{W}{B},4.0,Legendary Creature — Human Knight Mercenary,rare,"B, W","B, W","Rough Divide — Whenever a creature you control attacks alone, it gains double strike until end of turn.
Whenever Squall deals combat damage to a player, return target permanent card with mana value 3 or less from your graveyard to the battlefield.",3,4,,Rough Divide,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/243/squall-seed-mercenary?utm_source=api
244,"Tellah, Great Sage",{3}{U}{R},5.0,Legendary Creature — Human Wizard,rare,"R, U","R, U","Whenever you cast a noncreature spell, create a 1/1 colorless Hero creature token. If four or more mana was spent to cast that spell, draw two cards. If eight or more mana was spent to cast that spell, sacrifice Tellah and it deals that much damage to each opponent.",3,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/244/tellah-great-sage?utm_source=api
245,"Terra, Magical Adept // Esper Terra",,3.0,Legendary Creature — Human Wizard Warrior // Legendary Enchantment Creature — Saga Wizard,mythic,,"B, G, R, U, W",,,,,"Flying, Transform, Mill, Trance",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/245/terra-magical-adept-esper-terra?utm_source=api
246,"Tidus, Blitzball Star",{1}{W}{U},3.0,Legendary Creature — Human Warrior,uncommon,"U, W","U, W","Whenever an artifact you control enters, put a +1/+1 counter on Tidus.
Whenever Tidus attacks, tap target creature an opponent controls.",2,1,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/246/tidus-blitzball-star?utm_source=api
247,"Ultimecia, Time Sorceress // Ultimecia, Omnipotent",,5.0,Legendary Creature — Human Warlock // Legendary Creature — Nightmare Warlock,uncommon,,"B, U",,,,,"Surveil, Transform, Menace, Time Compression",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/247/ultimecia-time-sorceress-ultimecia-omnipotent?utm_source=api
248,Vivi Ornitier,{1}{U}{R},3.0,Legendary Creature — Wizard,mythic,"R, U","R, U","{0}: Add X mana in any combination of {U} and/or {R}, where X is Vivi Ornitier's power. Activate only during your turn and only once each turn.
Whenever you cast a noncreature spell, put a +1/+1 counter on Vivi Ornitier and it deals 1 damage to each opponent.",0,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/248/vivi-ornitier?utm_source=api
A-248,A-Vivi Ornitier,{1}{U}{R},3.0,Legendary Creature — Wizard,mythic,"R, U","R, U","{T}: Add X mana in any combination of {U} and/or {R}, where X is Vivi Ornitier's power.
Whenever you cast a noncreature spell, put a +1/+1 counter on Vivi Ornitier and it deals 1 damage to each opponent.",0,3,,,Final Fantasy,2025-10-28,https://scryfall.com/card/fin/A-248/a-vivi-ornitier?utm_source=api
249,The Wandering Minstrel,{G}{U},2.0,Legendary Creature — Human Bard,rare,"G, U","B, G, R, U, W","Lands you control enter untapped.
The Minstrel's Ballad — At the beginning of combat on your turn, if you control five or more Towns, create a 2/2 Elemental creature token that's all colors.
{3}{W}{U}{B}{R}{G}: Other creatures you control get +X/+X until end of turn, where X is the number of Towns you control.",1,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/249/the-wandering-minstrel?utm_source=api
250,"Yuna, Hope of Spira",{3}{G}{W},5.0,Legendary Creature — Human Cleric,mythic,"G, W","G, W","During your turn, Yuna and enchantment creatures you control have trample, lifelink, and ward {2}.
At the beginning of your end step, return up to one target enchantment card from your graveyard to the battlefield with a finality counter on it. (If a permanent with a finality counter on it would be put into a graveyard from the battlefield, exile it instead.)",3,5,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/250/yuna-hope-of-spira?utm_source=api
251,"Zidane, Tantalus Thief",{3}{R}{W},5.0,Legendary Creature — Human Mutant Scout,uncommon,"R, W","R, W","When Zidane enters, gain control of target creature an opponent controls until end of turn. Untap it. It gains lifelink and haste until end of turn.
Whenever an opponent gains control of a permanent from you, you create a Treasure token.",3,3,,Treasure,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/251/zidane-tantalus-thief?utm_source=api
252,Adventurer's Airship,{3},3.0,Artifact — Vehicle,common,,,"Flying
Whenever this Vehicle attacks, draw a card, then discard a card.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",3,2,,"Flying, Crew",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/252/adventurers-airship?utm_source=api
253,Aettir and Priwen,{6},6.0,Legendary Artifact — Equipment,mythic,,,"Equipped creature has base power and toughness X/X, where X is your life total.
Equip {5}",,,,Equip,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/253/aettir-and-priwen?utm_source=api
254,Blitzball,{3},3.0,Artifact,common,,,"{T}: Add one mana of any color.
GOOOOAAAALLL! — {T}, Sacrifice this artifact: Draw two cards. Activate only if an opponent was dealt combat damage by a legendary creature this turn.",,,,GOOOOAAAALLL!,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/254/blitzball?utm_source=api
255,Buster Sword,{3},3.0,Artifact — Equipment,mythic,,,"Equipped creature gets +3/+2.
Whenever equipped creature deals combat damage to a player, draw a card, then you may cast a spell from your hand with mana value less than or equal to that damage without paying its mana cost.
Equip {2}",,,,Equip,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/255/buster-sword?utm_source=api
256,Elixir,{1},1.0,Artifact,uncommon,,,"This artifact enters tapped.
{5}, {T}, Exile this artifact: Shuffle all nonland cards from your graveyard into your library. You gain life equal to the number of cards shuffled into your library this way.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/256/elixir?utm_source=api
257,Excalibur II,{1},1.0,Legendary Artifact — Equipment,rare,,,"Whenever you gain life, put a charge counter on Excalibur II.
Equipped creature gets +1/+1 for each charge counter on Excalibur II.
Equip {3}",,,,Equip,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/257/excalibur-ii?utm_source=api
258,Genji Glove,{5},5.0,Artifact — Equipment,rare,,,"Equipped creature has double strike.
Whenever equipped creature attacks, if it's the first combat phase of the turn, untap it. After this phase, there is an additional combat phase.
Equip {3}",,,,Equip,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/258/genji-glove?utm_source=api
259,Instant Ramen,{2},2.0,Artifact — Food,common,,,"Flash
When this artifact enters, draw a card.
{2}, {T}, Sacrifice this artifact: You gain 3 life.",,,,Flash,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/259/instant-ramen?utm_source=api
260,Iron Giant,{7},7.0,Artifact Creature — Demon,common,,,"Vigilance, reach, trample",6,6,,"Reach, Vigilance, Trample",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/260/iron-giant?utm_source=api
261,Lion Heart,{4},4.0,Artifact — Equipment,uncommon,,,"When this Equipment enters, it deals 2 damage to any target.
Equipped creature gets +2/+1.
Equip {2}",,,,Equip,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/261/lion-heart?utm_source=api
262,Lunatic Pandora,{1},1.0,Legendary Artifact,common,,,"{2}, {T}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
{6}, {T}, Sacrifice Lunatic Pandora: Destroy target nonland permanent.",,,,Surveil,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/262/lunatic-pandora?utm_source=api
263,Magic Pot,{3},3.0,Artifact Creature — Goblin Construct,common,,,"When this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
{2}, {T}: Exile target card from a graveyard.",1,4,,Treasure,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/263/magic-pot?utm_source=api
264,The Masamune,{3},3.0,Legendary Artifact — Equipment,rare,,,"As long as equipped creature is attacking, it has first strike and must be blocked if able.
Equipped creature has ""If a creature dying causes a triggered ability of this creature or an emblem you own to trigger, that ability triggers an additional time.""
Equip {2}",,,,Equip,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/264/the-masamune?utm_source=api
265,Monk's Fist,{2},2.0,Artifact — Equipment,common,,,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +1/+0 and is a Monk in addition to its other types.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,,,"Job select, Equip",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/265/monks-fist?utm_source=api
266,PuPu UFO,{2},2.0,Artifact Creature — Construct Alien,uncommon,,,"Flying
{T}: You may put a land card from your hand onto the battlefield.
{3}: Until end of turn, this creature's base power becomes equal to the number of Towns you control.",0,4,,Flying,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/266/pupu-ufo?utm_source=api
267,The Regalia,{4},4.0,Legendary Artifact — Vehicle,rare,,,"Haste
Whenever The Regalia attacks, reveal cards from the top of your library until you reveal a land card. Put that card onto the battlefield tapped and the rest on the bottom of your library in a random order.
Crew 1",4,4,,"Haste, Crew",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/267/the-regalia?utm_source=api
268,Relentless X-ATM092,{6},6.0,Artifact Creature — Robot Spider,uncommon,,,"This creature can't be blocked except by three or more creatures.
{8}: Return this card from your graveyard to the battlefield tapped with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)",6,5,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/268/relentless-x-atm092?utm_source=api
269,Ring of the Lucii,{4},4.0,Legendary Artifact,uncommon,,,"{T}: Add {C}{C}.
{2}, {T}, Pay 1 life: Tap target nonland permanent.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/269/ring-of-the-lucii?utm_source=api
270,World Map,{1},1.0,Artifact,common,,,"{1}, {T}, Sacrifice this artifact: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.
{3}, {T}, Sacrifice this artifact: Search your library for a land card, reveal it, put it into your hand, then shuffle.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/270/world-map?utm_source=api
271,Adventurer's Inn,,0.0,Land — Town,common,,,"When this land enters, you gain 2 life.
{T}: Add {C}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/271/adventurers-inn?utm_source=api
272,"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",,0.0,Land — Town // Legendary Artifact — Vehicle,rare,,"G, U",,,,,"Flying, Transform, Crew",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/272/balamb-garden-seed-academy-balamb-garden-airborne?utm_source=api
273,"Baron, Airship Kingdom",,0.0,Land — Town,common,,"R, U","This land enters tapped.
{T}: Add {U} or {R}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/273/baron-airship-kingdom?utm_source=api
274,Capital City,,0.0,Land — Town,uncommon,,,"{T}: Add {C}.
{1}, {T}: Add one mana of any color.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,Cycling,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/274/capital-city?utm_source=api
275,Clive's Hideaway,,0.0,Land — Town,rare,,,"Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.)
{T}: Add {C}.
{2}, {T}: You may play the exiled card without paying its mana cost if you control four or more legendary creatures.",,,,Hideaway,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/275/clives-hideaway?utm_source=api
276,Crossroads Village,,0.0,Land — Town,common,,,"This land enters tapped. As it enters, choose a color.
{T}: Add one mana of the chosen color.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/276/crossroads-village?utm_source=api
277,"Eden, Seat of the Sanctum",,0.0,Land — Town,uncommon,,,"{T}: Add {C}.
{5}, {T}: Mill two cards. Then you may sacrifice this land. When you do, return another target permanent card from your graveyard to your hand.",,,,Mill,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/277/eden-seat-of-the-sanctum?utm_source=api
278,"Gohn, Town of Ruin",,0.0,Land — Town,common,,"B, G","This land enters tapped.
{T}: Add {B} or {G}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/278/gohn-town-of-ruin?utm_source=api
279,The Gold Saucer,,0.0,Land — Town,uncommon,,,"{T}: Add {C}.
{2}, {T}: Flip a coin. If you win the flip, create a Treasure token.
{3}, {T}, Sacrifice two artifacts: Draw a card.",,,,Treasure,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/279/the-gold-saucer?utm_source=api
280,"Gongaga, Reactor Town",,0.0,Land — Town,common,,"G, R","This land enters tapped.
{T}: Add {R} or {G}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/280/gongaga-reactor-town?utm_source=api
281,"Guadosalam, Farplane Gateway",,0.0,Land — Town,common,,"G, U","This land enters tapped.
{T}: Add {G} or {U}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/281/guadosalam-farplane-gateway?utm_source=api
282,"Insomnia, Crown City",,0.0,Land — Town,common,,"B, W","This land enters tapped.
{T}: Add {W} or {B}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/282/insomnia-crown-city?utm_source=api
283,"Ishgard, the Holy See // Faith & Grief",{3}{W}{W},0.0,Land — Town // Sorcery — Adventure,rare,,W,,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/283/ishgard-the-holy-see-faith-&-grief?utm_source=api
284,"Jidoor, Aristocratic Capital // Overture",{4}{U}{U},0.0,Land — Town // Sorcery — Adventure,rare,,U,,,,,Mill,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/284/jidoor-aristocratic-capital-overture?utm_source=api
285,"Lindblum, Industrial Regency // Mage Siege",{2}{R},0.0,Land — Town // Instant — Adventure,rare,,R,,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/285/lindblum-industrial-regency-mage-siege?utm_source=api
286,"Midgar, City of Mako // Reactor Raid",{2}{B},0.0,Land — Town // Sorcery — Adventure,rare,,B,,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/286/midgar-city-of-mako-reactor-raid?utm_source=api
287,"Rabanastre, Royal City",,0.0,Land — Town,common,,"R, W","This land enters tapped.
{T}: Add {R} or {W}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/287/rabanastre-royal-city?utm_source=api
288,"Sharlayan, Nation of Scholars",,0.0,Land — Town,common,,"U, W","This land enters tapped.
{T}: Add {W} or {U}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/288/sharlayan-nation-of-scholars?utm_source=api
289,Starting Town,,0.0,Land — Town,rare,,,"This land enters tapped unless it's your first, second, or third turn of the game.
{T}: Add {C}.
{T}, Pay 1 life: Add one mana of any color.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/289/starting-town?utm_source=api
290,"Treno, Dark City",,0.0,Land — Town,common,,"B, U","This land enters tapped.
{T}: Add {U} or {B}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/290/treno-dark-city?utm_source=api
291,"Vector, Imperial Capital",,0.0,Land — Town,common,,"B, R","This land enters tapped.
{T}: Add {B} or {R}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/291/vector-imperial-capital?utm_source=api
292,"Windurst, Federation Center",,0.0,Land — Town,common,,"G, W","This land enters tapped.
{T}: Add {G} or {W}.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/292/windurst-federation-center?utm_source=api
293,"Zanarkand, Ancient Metropolis // Lasting Fayth",{4}{G}{G},0.0,Land — Town // Sorcery — Adventure,rare,,G,,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/293/zanarkand-ancient-metropolis-lasting-fayth?utm_source=api
294,Plains,,0.0,Basic Land — Plains,common,,W,({T}: Add {W}.),,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/294/plains?utm_source=api
297,Island,,0.0,Basic Land — Island,common,,U,({T}: Add {U}.),,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/297/island?utm_source=api
300,Swamp,,0.0,Basic Land — Swamp,common,,B,({T}: Add {B}.),,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/300/swamp?utm_source=api
303,Mountain,,0.0,Basic Land — Mountain,common,,R,({T}: Add {R}.),,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/303/mountain?utm_source=api
306,Forest,,0.0,Basic Land — Forest,common,,G,({T}: Add {G}.),,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/306/forest?utm_source=api
309,Wastes,,0.0,Basic Land,common,,,{T}: Add {C}.,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/309/wastes?utm_source=api
552,"Cloud, Planet's Champion",{3}{R}{W},5.0,Legendary Creature — Human Soldier Mercenary,mythic,"R, W","R, W","During your turn, as long as Cloud is equipped, it has double strike and indestructible. (This creature deals both first-strike and regular combat damage. Damage and effects that say ""destroy"" don't destroy this creature.)
Equip abilities you activate that target Cloud cost {2} less to activate.",4,4,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/552/cloud-planets-champion?utm_source=api
553,"Sephiroth, Planet's Heir",{4}{U}{B},6.0,Legendary Creature — Human Avatar Soldier,mythic,"B, U","B, U","Vigilance (Attacking doesn't cause this creature to tap.)
When Sephiroth enters, creatures your opponents control get -2/-2 until end of turn.
Whenever a creature an opponent controls dies, put a +1/+1 counter on Sephiroth.",4,4,,Vigilance,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/553/sephiroth-planets-heir?utm_source=api
554,"Beatrix, Loyal General",{4}{W}{W},6.0,Legendary Creature — Human Soldier,rare,W,W,"Vigilance (Attacking doesn't cause this creature to tap.)
At the beginning of combat on your turn, you may attach any number of Equipment you control to target creature you control.",4,4,,Vigilance,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/554/beatrix-loyal-general?utm_source=api
555,"Rosa, Resolute White Mage",{3}{W},4.0,Legendary Creature — Human Noble Cleric,rare,W,W,"Reach (This creature can block creatures with flying.)
At the beginning of combat on your turn, put a +1/+1 counter on target creature you control. It gains lifelink until end of turn. (Damage dealt by the creature also causes you to gain that much life.)",2,3,,Reach,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/555/rosa-resolute-white-mage?utm_source=api
556,"Ultimecia, Temporal Threat",{4}{U}{U},6.0,Legendary Creature — Human Warlock,rare,U,U,"When Ultimecia enters, tap all creatures your opponents control.
Whenever a creature you control deals combat damage to a player, draw a card.",4,4,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/556/ultimecia-temporal-threat?utm_source=api
557,Deadly Embrace,{3}{B}{B},5.0,Sorcery,rare,B,B,Destroy target creature an opponent controls. Then draw a card for each creature that died this turn.,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/557/deadly-embrace?utm_source=api
558,Seymour Flux,{4}{B},5.0,Legendary Creature — Spirit Avatar,rare,B,B,"At the beginning of your upkeep, you may pay 1 life. If you do, draw a card and put a +1/+1 counter on Seymour Flux.",5,5,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/558/seymour-flux?utm_source=api
559,Judgment Bolt,{3}{R},4.0,Instant,rare,R,R,"Judgment Bolt deals 5 damage to target creature and X damage to that creature's controller, where X is the number of Equipment you control.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/559/judgment-bolt?utm_source=api
560,"Lightning, Security Sergeant",{2}{R},3.0,Legendary Creature — Human Soldier,rare,R,R,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Lightning deals combat damage to a player, exile the top card of your library. You may play that card for as long as you control Lightning.",2,3,,Menace,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/560/lightning-security-sergeant?utm_source=api
561,"Xande, Dark Mage",{2}{U}{B},4.0,Legendary Creature — Human Wizard,rare,"B, U","B, U","Menace (This creature can't be blocked except by two or more creatures.)
Xande gets +1/+1 for each noncreature, nonland card in your graveyard.",3,3,,Menace,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/561/xande-dark-mage?utm_source=api
562,Magitek Scythe,{4},4.0,Artifact — Equipment,rare,,,"A Test of Your Reflexes! — When this Equipment enters, you may attach it to target creature you control. If you do, that creature gains first strike until end of turn and must be blocked this turn if able.
Equipped creature gets +2/+1.
Equip {2}",,,,"Equip, A Test of Your Reflexes!",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/562/magitek-scythe?utm_source=api
563,Ultima Weapon,{7},7.0,Legendary Artifact — Equipment,rare,,,"Whenever equipped creature attacks, destroy target creature an opponent controls.
Equipped creature gets +7/+7.
Equip {7}",,,,Equip,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/563/ultima-weapon?utm_source=api
